identifier,pm_id,pmc_id,doi,title,keywords,authors,journal,article_type,year,project_serial_num,project_num,dbgap_accession,research_initiative,sub_project,likert_score,explanation_DeepSeek-R1-Distill-Qwen-32B,explanation_Llama-3.3-70B-Instruct
37928257_phs002563.v1.p1,37928257,PMC10620830,doi:10.7150/ijbs.85590,Potential Roles of Metals in the Pathogenesis of Pulmonary and Systemic Hypertension.,"Animals|Heavy metals|Humans|Hypertension|Hypertension, Pulmonary|Inflammation|Lung|Mineral homeostasis|Mitochondrial dysfunction|Non-essential metals|Pulmonary Artery|Pulmonary artery hypertension|Pulmonary hypoxia|Right ventricle dysfunction|Trace elements|Ventricular Remodeling","Hopkins, C Danielle|Wessel, Caitlin|Chen, Oscar|El-Kersh, Karim|Cave, Matthew C|Cai, Lu|Huang, Jiapeng",International journal of biological sciences,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review",2023,TR003787,1U18TR003787-01,phs002563.v1.p1,RADx-rad,SCENT,1.5,"The publication abstract discusses the roles of metals in pulmonary and systemic hypertension, which is unrelated to the funding opportunity and grant abstract focused on developing a handheld breath analysis device for COVID-19 detection. The publication does not address VOCs, breath analysis, or COVID-19, making it unrelated to the research objectives.","The publication abstract does not directly address the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing diagnostic technologies for COVID-19, specifically using volatile organic compounds (VOCs) and breath analysis. In contrast, the publication abstract discusses the potential roles of metals in the pathogenesis of pulmonary and systemic hypertension, which is unrelated to the topic of COVID-19 diagnostics. Therefore, the publication is not relevant to the research objectives outlined in the funding opportunity and grant abstract."
37938241_phs002600.v1.p1,37938241,PMC10632438,doi:10.1038/s41598-023-45997-1,Characterization of the microbiome and volatile compounds in anal gland secretions from domestic cats (Felis catus) using metagenomics and metabolomics.,Anal Canal|Animals|Cats|Mammals|Metabolome|Metabolomics|Metagenome|Microbiota,"Rojas, Connie A|Marks, Stanley L|Borras, Eva|Lesea, Hira|McCartney, Mitchell M|Coil, David A|Davis, Cristina E|Eisen, Jonathan A",Scientific reports,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",2023,TR003795,1U18TR003795-01,phs002600.v1.p1,RADx-rad,SCENT,1.5,"The publication abstract focuses on the characterization of the microbiome and volatile compounds in anal gland secretions of domestic cats, which is unrelated to the research objectives of the funding opportunity and grant abstract. The funding opportunity and grant abstract are centered on developing a portable GC detector for diagnosing COVID-19 through breath analysis, while the publication discusses animal scent production mechanisms, making it irrelevant to the stated objectives.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing portable sensing devices to detect COVID-19 using volatile organic compounds (VOCs) from human skin or oral cavity, whereas the publication abstract discusses the characterization of the microbiome and VOCs in anal gland secretions from domestic cats. Although both involve VOCs, the context and application are different, and the publication does not address the specific goals of detecting COVID-19 or developing diagnostic technologies for human health."
38007143_phs002563.v1.p1,38007143,PMC10872724,doi:10.1016/j.lfs.2023.122289,A hypothesis: Potential contributions of metals to the pathogenesis of pulmonary artery hypertension.,"Endothelial Cells|Heavy metals|Humans|Hypertension, Pulmonary|Mineral homeostasis|Non-essential metals|Pulmonary Arterial Hypertension|Pulmonary Artery|Pulmonary hypertension|Pulmonary hypoxia|Right ventricle dysfunction|Trace elements|Vascular Remodeling","Hopkins, C Danielle|Wessel, Caitlin|Chen, Oscar|El-Kersh, Karim|Cathey, Dakotah|Cave, Matthew C|Cai, Lu|Huang, Jiapeng",Life sciences,Journal Article|Review,2024,TR003787,1U18TR003787-01,phs002563.v1.p1,RADx-rad,SCENT,1.0,"The publication abstract discusses the potential role of metals in the pathogenesis of pulmonary artery hypertension (PAH), which is unrelated to the funding opportunity and grant abstract focused on developing a portable breath analysis device for COVID-19 detection. The publication does not address VOCs, breath analysis, or COVID-19, making it unrelated to the research objectives.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of diagnostic technologies for COVID-19, specifically using volatile organic compounds (VOCs) and breath analysis. In contrast, the publication abstract discusses the potential contributions of metals to the pathogenesis of pulmonary artery hypertension (PAH), which is a completely different topic. There is no mention of COVID-19, VOCs, or breath analysis in the publication abstract, indicating a lack of relevance to the funding opportunity and grant abstract."
38113166_phs002689.v1.p1,38113166,PMC11146546,doi:10.1164/rccm.202305-0802OC,A Novel Air Trapping Segment Score Identifies Opposing Effects of Obesity and Eosinophilia on Air Trapping in Asthma.,"Adult|Aged|Asthma|Body Mass Index|Eosinophilia|Female|Humans|Lung|Male|Middle Aged|Obesity|Tomography, X-Ray Computed|air trapping segment score|asthma|computed tomography|eosinophils|obesity","Leung, Clarus|Tang, Monica|Huang, Brendan K|Fain, Sean B|Hoffman, Eric A|Choi, Jiwoong|Dunican, Eleanor M|Mauger, David T|Denlinger, Loren C|Jarjour, Nizar N|Israel, Elliot|Levy, Bruce D|Wenzel, Sally E|Sumino, Kaharu|Hastie, Annette T|Schirm, Joshua|McCulloch, Charles E|Peters, Michael C|Woodruff, Prescott G|Sorkness, Ronald L|Castro, Mario|Fahy, John V",American journal of respiratory and critical care medicine,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2024,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract discusses a novel method for assessing air trapping in asthma patients using CT scans, focusing on the effects of obesity and eosinophilia. This is unrelated to the funding opportunity and grant abstract, which are focused on developing rapid, non-invasive saliva-based COVID-19 tests. The publication does not address COVID-19, biosensing technologies, or any aspects related to the RADx-rad initiative.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses air trapping in asthma and its relationship to obesity and eosinophilia. There is no mention of COVID-19 or biosensing technologies in the publication abstract, indicating a lack of relevance to the funding opportunity and grant abstract."
38127464_phs002689.v1.p1,38127464,PMC10967478,doi:10.1172/jci.insight.174124,Persistent mucus plugs in proximal airways are consequential for airflow limitation in asthma.,"Asthma|Bronchoscopy|Clinical practice|Diagnostic imaging|Humans|Lung|Mucus|Pulmonology|Tomography, X-Ray Computed","Huang, Brendan K|Elicker, Brett M|Henry, Travis S|Kallianos, Kimberly G|Hahn, Lewis D|Tang, Monica|Heng, Franklin|McCulloch, Charles E|Bhakta, Nirav R|Majumdar, Sharmila|Choi, Jiwoong|Denlinger, Loren C|Fain, Sean B|Hastie, Annette T|Hoffman, Eric A|Israel, Elliot|Jarjour, Nizar N|Levy, Bruce D|Mauger, Dave T|Sumino, Kaharu|Wenzel, Sally E|Castro, Mario|Woodruff, Prescott G|Fahy, John V|Sarp, For The Nhlbi Severe Asthma Research Program",JCI insight,Clinical Study|Journal Article,2024,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.5,"The publication abstract discusses mucus plugs in asthma and their impact on airflow, which is unrelated to the funding opportunity and grant abstract focused on developing rapid COVID-19 diagnostic tests using saliva-based biosensors. The research objectives of the funding opportunity and grant abstract are centered around COVID-19 detection technologies, while the publication is about asthma pathophysiology.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses mucus plugs in asthma and their impact on airflow limitation. Although both topics are related to respiratory health, they are distinct and unrelated in terms of specific research objectives and goals."
38176434_phs002522.v1.p1,38176434,PMC10961197,doi:10.1002/jbio.202300409,Dimension-based quantification of aging-associated cerebral microvasculature determined by optical coherence tomography and two-photon microscopy.,"Aging|Animals|Mice|Mice, Inbred C57BL|Microscopy|Microvessels|Tomography, Optical Coherence|cerebral blood vessel|dimension‐based quantification|optical coherence tomography|two‐photon microscopy","Yan, Feng|Alhajeri, Zaid A|Nyul-Toth, Adam|Wang, Chen|Zhang, Qinghao|Mercyshalinie, Ebenezer Raj Selvaraj|Delfavero, Jordan|Ahire, Chetan|Mutembei, Bornface M|Tarantini, Stefano|Csiszar, Anna|Tang, Qinggong",Journal of biophotonics,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2024,HL152410,1U01HL152410-01,phs002522.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract focuses on the quantification of cerebral microvasculature changes in aging mice using optical coherence tomography and two-photon microscopy. This research is unrelated to the funding opportunity and grant abstract, which are centered on developing novel biosensing technologies for COVID-19 detection. The publication does not address any aspects of COVID-19, VOC detection, or the development of electronic-nose technology as outlined in the funding opportunity.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses the quantification of aging-associated cerebral microvasculature using optical coherence tomography and two-photon microscopy, which is a completely different topic."
38248493_phs002609.v1.p1,38248493,PMC10815632,doi:10.3390/ijerph21010028,Climate Stressors and Physiological Dysregulations: Mechanistic Connections to Pathologies.,Animals|Antioxidants|Autoimmune Diseases|Climate Change|Dietary Supplements|Disease Vectors|Humans|autoimmune disease|chaperones|folate|metabolites|mitochondria|oxidative stress,"Heidari, Hajar|Lawrence, David A",International journal of environmental research and public health,Journal Article|Review,2023,HD105613,1R61HD105613-01,phs002609.v1.p1,RADx-rad,PreVAIL kIds,1.5,"The publication abstract discusses the relationship between environmental stressors and various health conditions, focusing on mechanisms like mitochondrial dysfunction and oxidative stress. This is unrelated to the funding opportunity and grant abstract, which focus on developing diagnostic tools for MIS-C using biomarkers and plasmonic chips. The publication does not address any aspects of MIS-C, biomarkers, or diagnostic methods, making it irrelevant to the research objectives.","The publication abstract does not directly address the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing novel approaches to diagnose and characterize Multisystem Inflammatory Syndrome in Children (MIS-C) associated with SARS-CoV-2, while the publication abstract discusses the relationship between environmental stressors and physiological dysregulations, with no clear connection to MIS-C or SARS-CoV-2. The publication abstract appears to be unrelated to the specific research objectives outlined in the funding opportunity and grant abstract."
38338232_phs002945.v1.p1,38338232,PMC10855671,doi:10.3390/healthcare12030348,Neonates and Infants with Left Heart Obstruction and Borderline Left Ventricle Undergoing Biventricular Repair: What Do We Know about Long-Term Outcomes? A Critical Review.,cardiac surgery|congenital heart disease|pediatric,"Cantinotti, Massimiliano|Jani, Vivek|Kutty, Shelby|Marchese, Pietro|Franchi, Eliana|Pizzuto, Alessandra|Viacava, Cecilia|Assanta, Nadia|Santoro, Giuseppe|Giordano, Raffaele","Healthcare (Basel, Switzerland)",Journal Article|Review,2024,HD105591,1R61HD105591-01,phs002945.v1.p1,RADx-rad,PreVAIL kIds,1.0,"The publication abstract focuses on the long-term outcomes of biventricular repair in neonates and infants with left heart obstruction and borderline left ventricle. This is unrelated to the funding opportunity and grant abstract, which are centered on developing predictive systems for MIS-C and Kawasaki Disease using machine learning. The publication does not address any aspects of SARS-CoV-2, MIS-C, or the diagnostic and prognostic biomarkers mentioned in the funding opportunity.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel approaches to diagnose and manage Multisystem Inflammatory Syndrome in Children (MIS-C) associated with SARS-CoV-2 infection, while the publication abstract discusses the long-term outcomes of biventricular repair in neonates and infants with left heart obstruction and borderline left ventricle, which is a completely different topic."
38343513_phs002583.v1.p1,38343513,PMC10857769,doi:10.1007/s44174-022-00039-8,Biomimetic Strategies for Peripheral Nerve Injury Repair: An Exploration of Microarchitecture and Cellularization.,Cellularized pathways|Nerve guidance conduit|Peripheral nerve regeneration|Synthetic scaffolds,"Perrelle, Jeremy M|Boreland, Andrew J|Gamboa, Jasmine M|Gowda, Prarthana|Murthy, N Sanjeeva","Biomedical materials & devices (New York, N.Y.)",Journal Article,2023,HL150852,5U01HL150852-02,phs002583.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract focuses on biomimetic strategies for peripheral nerve injury repair, discussing nerve grafts, growth factors, and cellular components. This is unrelated to the funding opportunity and grant abstract, which are centered on developing a breathalyzer diagnostic platform for COVID-19. The publication does not address any aspects of biosensing, VOC detection, or COVID-19 diagnostics.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses biomimetic strategies for peripheral nerve injury repair, which is a completely different topic. There is no mention of COVID-19, biosensing, or detection in the publication abstract, and the grant abstract does not mention peripheral nerve injury repair. Therefore, the publication is not relevant to the research objectives outlined in the funding opportunity and grant abstract."
38353580_phs002583.v1.p1,38353580,PMC11081841,doi:10.1002/adma.202308377,Enhancing CAR Macrophage Efferocytosis Via Surface Engineered Lipid Nanoparticles Targeting LXR Signaling.,"Animals|Apoptosis|CAR macrophage|CD47 Antigen|Efferocytosis|Humans|Liposomes|Liver X Receptors|Macrophages|Mice|Nanoparticles|Reactive Oxygen Species|Receptors, Chimeric Antigen|Signal Transduction|atherosclerosis|efferocytosis|lipid nanoparticle|β‐cyclodextrin","Chuang, Skylar T|Stein, Joshua B|Nevins, Sarah|Kilic Bektas, Cemile|Choi, Hye Kyu|Ko, Wan-Kyu|Jang, Hyunjun|Ha, Jihun|Lee, Ki-Bum","Advanced materials (Deerfield Beach, Fla.)",Journal Article,2024,HL150852,5U01HL150852-02,phs002583.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract focuses on enhancing CAR macrophage efferocytosis using lipid nanoparticles targeting LXR signaling, which is unrelated to the funding opportunity and grant abstract focused on developing a breathalyzer for COVID-19 detection. The publication discusses immunology and cardiovascular disease therapies, while the funding opportunity is about biosensing technologies for COVID-19.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses the development of a chimeric antigen receptor (CAR) macrophage for enhancing efferocytosis and its potential application in cardiovascular disease therapies. The topics are unrelated, and there is no mention of COVID-19 or biosensing technologies in the publication abstract."
38382809_phs002924.v1.p1,38382809,PMC11102316,doi:10.1016/j.xphs.2024.02.018,"Physiologically based Pharmacokinetic Model Validated to Enable Predictions Of Multiple Drugs in a Long-acting Drug-combination Nano-Particles (DcNP): Confirmation with 3 HIV Drugs, Lopinavir, Ritonavir, and Tenofovir in DcNP Products.","Animals|Anti-HIV Agents|Delayed-Action Preparations|Drug Combinations|Drug Delivery Systems|HIV|Humans|Long-acting|Lopinavir|Male|Mechanism-based inhibition|Models, Biological|Nanoparticles|PBPK|Ritonavir|Tenofovir|Validation","Perazzolo, Simone|Shen, Danny D|Scott, Ariel M|Ho, Rodney J Y",Journal of pharmaceutical sciences,Journal Article,2024,HL152401,3U01HL152401-02S1,phs002924.v1.p1,RADx-rad,Novel Biosensing and VOC,1.5,"The publication abstract focuses on a pharmacokinetic model for drug delivery systems, specifically for HIV drugs, which is unrelated to the funding opportunity and grant abstract that target the development of biosensing technologies for COVID-19 diagnosis. The publication does not address VOC detection, eNose technology, or any aspects related to COVID-19 diagnostics.","The publication abstract does not directly address the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19 diagnosis, specifically using volatile organic compound (VOC) biomarkers. The publication abstract, on the other hand, discusses the development of a physiologically based pharmacokinetic model for predicting the behavior of multiple drugs in a long-acting drug-combination nano-particle (DcNP) system, which is not directly related to COVID-19 diagnosis or VOC biomarkers. While the publication abstract does mention the use of machine learning and modeling, it is in the context of drug delivery and pharmacokinetics, not biosensing or COVID-19 diagnosis."
38426638_phs002585.v1.p1,38426638,PMC10983770,doi:10.1002/wnan.1946,Advances in nanoprobes for molecular MRI of Alzheimer's disease.,Aged|Alzheimer Disease|Alzheimer's disease|Brain|Cognitive Dysfunction|Contrast Media|Humans|Magnetic Resonance Imaging|Positron-Emission Tomography|amyloid|magnetic resonance imaging|microglia|molecular imaging|nanoparticle contrast agent|nanoprobes|neurodegeneration|neuroinflammation|neuron|tau,"Parekh, Parag|Badachhape, Andrew A|Tanifum, Eric A|Annapragada, Ananth V|Ghaghada, Ketan B",Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,Journal Article|Review,2024,HD105593,1R61HD105593-01,phs002585.v1.p1,RADx-rad,PreVAIL kIds,1.0,"The publication abstract focuses on advances in nanoprobes for molecular MRI in the context of Alzheimer's disease. This is unrelated to the funding opportunity and grant abstract, which are centered on developing diagnostic and prognostic biomarkers and algorithms for pediatric COVID-19 and MIS-C. The publication does not address any aspects of SARS-CoV-2, COVID-19, or related pediatric conditions, making it irrelevant to the research objectives outlined in the funding opportunity and grant.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel approaches for diagnosing and predicting the severity of COVID-19 in children, particularly those with multisystem inflammatory syndrome (MIS-C). In contrast, the publication abstract discusses advances in nanoprobes for molecular MRI of Alzheimer's disease, which is a completely different topic. There is no overlap or connection between the two, and the publication abstract does not address any of the research objectives or themes outlined in the funding opportunity or grant abstract."
38464300_phs002570.v1.p1,38464300,PMC10925402,doi:10.21203/rs.3.rs-3798842/v1,Graph Convolutional Network for predicting secondary structure of RNA.,Energy-based Model|Graph Convolutional Neural Network|RNA Secondary Structure|RNAfold|SARS-CoV-2,"Busaranuvong, Palawat|Ammartayakun, Aukkawut|Korkin, Dmitry|Khosravi-Far, Roya",Research square,Journal Article|Preprint,2024,DE030829,1R42DE030829-01,phs002570.v1.p1,RADx-rad,Novel Biosensing and VOC,2.5,"The publication abstract discusses the development of a Graph Convolutional Network (GCNfold) for predicting RNA secondary structures, specifically applied to the SARS-CoV-2 E gene. While this research contributes to understanding RNA structures, which could have applications in diagnostics and therapeutics, it does not directly address the specific objectives of the funding opportunity or the grant abstract. The funding opportunity focuses on developing biosensing technologies for detecting SARS-CoV-2 biomarkers in skin or the oral cavity, which is not the primary focus of the publication. Therefore, the publication is somewhat related but does not fully align with the research aims outlined in the funding opportunity and grant abstract.","The publication abstract is related to RNA secondary structure prediction, which is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses a Graph Convolutional Network for predicting RNA secondary structure. Although the publication abstract mentions SARS-CoV-2, it is in the context of validating the algorithm, not directly related to the development of diagnostic technologies. Therefore, the publication is not strongly related to the funding opportunity or grant abstract."
38490714_phs002583.v1.p1,38490714,PMC10946374,doi:10.1136/jitc-2023-008295,"Bispecific immune cell engager enhances the anticancer activity of CD16+ NK cells and macrophages in vitro, and eliminates cancer metastasis in NK humanized NOG mice.","Animals|Antibody-Dependent Cell Cytotoxicity|Female|Humans|Killer Cells, Natural|Macrophages|Mice|Ovarian Neoplasms|Trastuzumab|antibodies, bispecific|cytotoxicity, immunologic","Khoshtinat Nikkhoi, Shahryar|Yang, Ge|Owji, Hajar|Grizotte-Lake, Mayara|Cohen, Rick I|Gil Gonzalez, Lazaro|Massumi, Mohammad|Hatefi, Arash",Journal for immunotherapy of cancer,Journal Article,2024,HL150852,5U01HL150852-02,phs002583.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract focuses on the development of a bispecific immune cell engager (BiKE:E5C1) for cancer immunotherapy, specifically targeting HER2+ cancer cells. This research is unrelated to the funding opportunity and grant abstract, which are centered on developing non-invasive biosensing technologies for COVID-19 detection. The publication does not address any aspects of COVID-19, SARS-CoV-2, or the objectives outlined in the funding opportunity.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses a bispecific immune cell engager for cancer treatment, which is a completely different topic."
38507737_phs002924.v1.p1,38507737,PMC11219269,doi:10.1158/1535-7163.MCT-23-0540,A Compound That Inhibits Glycolysis in Prostate Cancer Controls Growth of Advanced Prostate Cancer.,"Animals|Antineoplastic Agents|Cell Line, Tumor|Cell Proliferation|Glycolysis|Humans|Male|Mice|Prostatic Neoplasms|Xenograft Model Antitumor Assays","Uo, Takuma|Ojo, Kayode K|Sprenger, Cynthia C T|Epilepsia, Kathryn S|Perera, B Gayani K|Damodarasamy, Mamatha|Sun, Shihua|Kim, Soojin|Hogan, Hannah H|Hulverson, Matthew A|Choi, Ryan|Whitman, Grant R|Barrett, Lynn K|Michaels, Samantha A|Xu, Linda H|Sun, Vicky L|Arnold, Samuel L M|Pang, Haley J|Nguyen, Matthew M|Vigil, Anna-Lena B G|Kamat, Varun|Sullivan, Lucas B|Sweet, Ian R|Vidadala, Ram|Maly, Dustin J|Van Voorhis, Wesley C|Plymate, Stephen R",Molecular cancer therapeutics,Journal Article,2024,HL152401,3U01HL152401-02S1,phs002924.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract focuses on a novel small-molecule inhibitor targeting glycolysis in prostate cancer, which is unrelated to the funding opportunity and grant abstract that focus on developing biosensors for COVID-19 detection. The publication does not address any aspects of VOC detection, biosensing technologies, or COVID-19 diagnostics.","The publication abstract is unrelated to the research objectives of the funding opportunity and the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19 diagnosis, specifically using volatile organic compound (VOC) biomarkers and biomimetic olfaction-based sensors. In contrast, the publication abstract discusses a compound that inhibits glycolysis in prostate cancer and its potential as a therapeutic agent for advanced prostate cancer. There is no mention of COVID-19, VOC biomarkers, or biosensing technologies in the publication abstract, indicating a lack of relevance to the funding opportunity and grant abstract."
38516674_phs002522.v1.p1,38516674,PMC10956508,doi:10.36922/ijb.0118,3D-printed hydrogels dressings with bioactive borate glass for continuous hydration and treatment of second-degree burns.,3D printing|Bioactive borate glass|Burn wound healing|Continuous water release|Hydrogel wound dressing,"Fayyazbakhsh, Fateme|Khayat, Michael J|Sadler, Candy|Day, Delbert|Huang, Yue-Wern|Leu, Ming C",International journal of bioprinting,Journal Article,2023,HL152410,1U01HL152410-01,phs002522.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract focuses on the development of 3D-printed hydrogel dressings with bioactive borate glass for treating second-degree burns. This research is unrelated to the funding opportunity and grant abstract, which are centered on the development of biosensing technologies for COVID-19 detection. The publication does not address any of the objectives related to VOC detection, electronic-nose technology, or the RADx-rad initiative.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses the development of 3D-printed hydrogel dressings with bioactive borate glass for the treatment of second-degree burns. The topics are unrelated, and the publication does not address the specific aims and objectives outlined in the funding opportunity and grant abstract."
38557701_phs002563.v1.p1,38557701,,doi:10.1097/MAT.0000000000002209,Anatomical and Hemodynamic Characterization of Totally Artificial Hearts.,"Heart, Artificial|Hemodynamics|Humans","Monreal, Gretel|Koenig, Steven C|Huang, Jiapeng|Slaughter, Mark S",ASAIO journal (American Society for Artificial Internal Organs : 1992),"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2024,TR003787,1U18TR003787-01,phs002563.v1.p1,RADx-rad,SCENT,1.0,"The publication abstract discusses the characterization of total artificial hearts (TAHs), focusing on their anatomy, function, and performance metrics. This is unrelated to the funding opportunity and grant abstract, which are centered on developing a portable breath analysis device for COVID-19 detection using VOCs and GC technology. The publication does not address any aspects of COVID-19, VOC analysis, or the SCENT initiative.","The publication abstract is not related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing diagnostic technologies for COVID-19, specifically using volatile organic compounds (VOCs) and breath analysis. In contrast, the publication abstract discusses the anatomical and hemodynamic characterization of total artificial hearts, which is a completely different topic. There is no mention of COVID-19, VOCs, or breath analysis in the publication abstract, indicating a lack of relevance to the funding opportunity and grant abstract."
38566846_phs002600.v1.p1,38566846,PMC10984333,doi:10.1016/j.afres.2023.100308,Non-destructive method to classify walnut kernel freshness from volatile organic compound (VOC) emissions using gas chromatography-differential mobility spectrometry (GC-DMS) and machine learning analysis.,differential mobility spectrometry|machine learning|mass spectrometry|peroxide value|rancidity,"Chakraborty, Pranay|Borras, Eva|Rajapakse, Maneeshin Y|McCartney, Mitchell M|Bustamante, Matthew|Mitcham, Elizabeth J|Davis, Cristina E",Applied food research,Journal Article,2023,TR003795,1U18TR003795-01,phs002600.v1.p1,RADx-rad,SCENT,2.5,"The publication abstract describes a method using GC-DMS and machine learning to classify walnut kernel freshness based on VOC emissions. While it demonstrates the application of similar technologies (GC-DMS) as mentioned in the funding opportunity and grant abstract, the focus is on food quality rather than COVID-19 diagnostics. The methodologies are related, but the objectives and applications differ significantly.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing portable sensing devices to detect COVID-19 using volatile organic compounds (VOCs) from skin or exhaled breath, whereas the publication abstract discusses using gas chromatography-differential mobility spectrometry (GC-DMS) and machine learning analysis to classify walnut kernel freshness from VOC emissions. Although both involve VOC analysis and GC-DMS technology, the application and context are different. The publication abstract does not address COVID-19 diagnostics or the specific aims of the funding opportunity and grant abstract."
38618422_phs002609.v1.p1,38618422,PMC11009901,doi:10.7759/cureus.56096,Going Viral: Assessing the Impact of Social Media on Enrollment in a Coronavirus Disease 2019 (COVID-19) Cohort Study.,covid|covid-19|enrollment|pediatric|recruitment|sars-cov-2|social media,"Hogan, Alexander H|Herbst, Katherine W|Defelice, Carlie|Schulman, Noah|Adams, Aaron M|Carroll, Christopher L|Salazar, Juan C",Cureus,Journal Article,2024,HD105613,1R61HD105613-01,phs002609.v1.p1,RADx-rad,PreVAIL kIds,2.5,"The publication abstract discusses the impact of social media on enrollment in a COVID-19 cohort study, specifically focusing on children with mild cases. While the study is related to COVID-19, it does not directly address the development of biomarkers or diagnostic tools for MIS-C, which is the primary focus of the funding opportunity and grant abstract. The publication is more about recruitment strategies rather than the research objectives outlined in the funding opportunity.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing novel approaches to diagnose and characterize Multisystem Inflammatory Syndrome in Children (MIS-C) associated with SARS-CoV-2, including identifying biomarker signatures of prognostic value. In contrast, the publication abstract discusses the impact of social media on enrollment in a COVID-19 cohort study, which is a different research question. While both are related to COVID-19, they address distinct topics and do not align with the specific objectives outlined in the funding opportunity and grant abstract."
38636655_phs002563.v1.p1,38636655,PMC11269026,doi:10.1016/j.amjms.2024.04.010,Association of pulmonary function test abnormalities and quality-of-life measures after COVID-19 infection.,Adult|Aged|Anxiety|COVID-19|Covid-19|Female|Humans|Long-covid|Male|Middle Aged|Prospective Studies|Pulmonary function tests|Quality of Life|Quality of life|Respiratory Function Tests|SARS-CoV-2|Surveys and Questionnaires,"Bradley, James|Xu, Qian|Touloumes, Nikolas|Lusciks, Eugene|Ali, T'shura|Huang, Emma C|Chen, James|Ghafghazi, Shahab|Arnold, Forest W|Kong, Maiying|Huang, Jiapeng|Cavallazzi, Rodrigo|",The American journal of the medical sciences,"Journal Article|Research Support, N.I.H., Extramural",2024,TR003787,1U18TR003787-01,phs002563.v1.p1,RADx-rad,SCENT,1.5,"The publication abstract focuses on the long-term effects of COVID-19, specifically examining the association between pulmonary function test abnormalities and quality-of-life measures. This is unrelated to the funding opportunity and grant abstract, which are centered on developing a portable breath analysis device for rapid COVID-19 screening. The publication does not address VOC analysis, breath sampling, or diagnostic technologies, making it irrelevant to the research objectives of the funding opportunity and grant.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing a portable sensing device to detect volatile organic compounds (VOCs) for COVID-19 diagnosis, while the publication abstract discusses the association between pulmonary function test abnormalities and quality-of-life measures after COVID-19 infection. Although both are related to COVID-19, they address different aspects of the disease and do not share a common research objective."
